Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Brownsville,Families with Children,"2008",Dollars,"31930.4853","316","31930"
East New York,Families with Children,"2008",Dollars,"44924.07999","305","44924"
Canarsie,Families with Children,"2008",Dollars,"78213.91717","318","78214"
East Flatbush,Families with Children,"2008",Dollars,"61183.92823","317","61184"
Crown Heights South,Families with Children,"2008",Dollars,"48809.30288","309","48809"
Sunset Park,Families with Children,"2008",Dollars,"47402.33797","307","47402"
Bay Ridge,Families with Children,"2008",Dollars,"73332.39172","310","73332"
Borough Park,Families with Children,"2008",Dollars,"46869.07208","312","46869"
Flatbush/Midwood,Families with Children,"2008",Dollars,"53951.50964","314","53952"
Sheepshead Bay,Families with Children,"2008",Dollars,"76324.87038","315","76325"
Bensonhurst,Families with Children,"2008",Dollars,"50775.72083","311","50776"
Coney Island,Families with Children,"2008",Dollars,"57517.72526","313","57518"
Astoria,Families with Children,"2008",Dollars,"65958.32438","401","65958"
Jackson Heights,Families with Children,"2008",Dollars,"49390.18179","403","49390"
Flushing,Families with Children,"2008",Dollars,"74262.03604","407","74262"
Bayside,Families with Children,"2008",Dollars,"99918.31489","411","99918"
Queens Village,Families with Children,"2008",Dollars,"92806.11919","413","92806"
Fresh Meadows/Briarwood,Families with Children,"2008",Dollars,"78838.83813","408","78839"
Elmhurst/Corona,Families with Children,"2008",Dollars,"37777.36484","404","37777"
Rego Park/Forest Hills,Families with Children,"2008",Dollars,"106936.4749","406","106936"
Sunnyside/Woodside,Families with Children,"2008",Dollars,"54803.7828","402","54804"
Ridgewood/Glendale,Families with Children,"2008",Dollars,"72207.53399","405","72208"
Woodhaven,Families with Children,"2008",Dollars,"62556.3737","409","62556"
Jamaica/St. Albans,Families with Children,"2008",Dollars,"70480.37148","412","70480"
Howard Beach,Families with Children,"2008",Dollars,"72365.8473","410","72366"
The Rockaways,Families with Children,"2008",Dollars,"69342.42017","414","69342"
Bronx,Families with Children,"2008",Dollars,"37904.72969","36005","37905"
Brooklyn,Families with Children,"2008",Dollars,"53144.46886","36047","53144"
Manhattan,Families with Children,"2008",Dollars,"85193.98672","36061","85194"
Queens,Families with Children,"2008",Dollars,"70602.97502","36081","70603"
Staten Island,Families with Children,"2008",Dollars,"98176.86848","36085","98177"
New York City,Families with Children,"2008",Dollars,"59710.30509","3651000","59710"
Riverdale,Families without Children,"2008",Dollars,"85771.29466","208","85771"
Williamsbridge,Families without Children,"2008",Dollars,"66391.60291","212","66392"
Throgs Neck,Families without Children,"2008",Dollars,"90357.61935","210","90358"
Pelham Parkway,Families without Children,"2008",Dollars,"68596.08599","211","68596"
Morrisania,Families without Children,"2008",Dollars,"36606.08441","203","36606"
East Tremont,Families without Children,"2008",Dollars,"36606.08441","206","36606"
Bedford Park,Families without Children,"2008",Dollars,"55497.74265","207","55498"
University Heights,Families without Children,"2008",Dollars,"47480.89946","205","47481"
Concourse/Highbridge,Families without Children,"2008",Dollars,"44411.04964","204","44411"
Unionport/Soundview,Families without Children,"2008",Dollars,"62234.98577","209","62235"
Mott Haven,Families without Children,"2008",Dollars,"29361.76257","201","29362"
Hunts Point,Families without Children,"2008",Dollars,"29361.76257","202","29362"
Washington Heights,Families without Children,"2008",Dollars,"58083.12994","112","58083"
Manhattanville,Families without Children,"2008",Dollars,"61898.12362","109","61898"
Central Harlem,Families without Children,"2008",Dollars,"49240.20076","110","49240"
East Harlem,Families without Children,"2008",Dollars,"44212.26525","111","44212"
Upper East Side,Families without Children,"2008",Dollars,"196096.6266","108","196097"
Upper West Side,Families without Children,"2008",Dollars,"154613.7781","107","154614"
Chelsea/Clinton,Families without Children,"2008",Dollars,"145718.4746","104","145718"
Midtown Business District,Families without Children,"2008",Dollars,"145718.4746","105","145718"
Murray Hill/Stuyvesant,Families without Children,"2008",Dollars,"181103.2849","106","181103"
Lower East Side,Families without Children,"2008",Dollars,"44219.40721","103","44219"
Battery Park/Tribeca,Families without Children,"2008",Dollars,"203917.0661","101","203917"
Greenwich Village,Families without Children,"2008",Dollars,"203917.0661","102","203917"
Tottenville,Families without Children,"2008",Dollars,"113317.8106","503","113318"
South Beach,Families without Children,"2008",Dollars,"104215.3905","502","104215"
St. George,Families without Children,"2008",Dollars,"85080.90579","501","85081"
Williamsburg/Greenpoint,Families without Children,"2008",Dollars,"50324.58742","301","50325"
Bushwick,Families without Children,"2008",Dollars,"50229.36137","304","50229"
Bedford Stuyvesant,Families without Children,"2008",Dollars,"57685.56118","303","57686"
Fort Greene/Brooklyn Hts,Families without Children,"2008",Dollars,"107459.0278","302","107459"
Park Slope,Families without Children,"2008",Dollars,"123543.8982","306","123544"
Crown Heights North,Families without Children,"2008",Dollars,"53230.1723","308","53230"
Brownsville,Families without Children,"2008",Dollars,"47908.22637","316","47908"
East New York,Families without Children,"2008",Dollars,"53371.82106","305","53372"
Canarsie,Families without Children,"2008",Dollars,"91146.80525","318","91147"
East Flatbush,Families without Children,"2008",Dollars,"65701.21404","317","65701"
Crown Heights South,Families without Children,"2008",Dollars,"55607.25261","309","55607"
Sunset Park,Families without Children,"2008",Dollars,"68494.90831","307","68495"
Bay Ridge,Families without Children,"2008",Dollars,"78524.59216","310","78525"
Borough Park,Families without Children,"2008",Dollars,"61102.98609","312","61103"
Flatbush/Midwood,Families without Children,"2008",Dollars,"67259.3503","314","67259"
Sheepshead Bay,Families without Children,"2008",Dollars,"66546.34524","315","66546"
Bensonhurst,Families without Children,"2008",Dollars,"57418.92823","311","57419"
Coney Island,Families without Children,"2008",Dollars,"46104.88302","313","46105"
Astoria,Families without Children,"2008",Dollars,"74621.51439","401","74622"
Jackson Heights,Families without Children,"2008",Dollars,"72244.43408","403","72244"
Flushing,Families without Children,"2008",Dollars,"80489.81979","407","80490"
Bayside,Families without Children,"2008",Dollars,"104605.8173","411","104606"
Queens Village,Families without Children,"2008",Dollars,"103188.1394","413","103188"
Fresh Meadows/Briarwood,Families without Children,"2008",Dollars,"85045.19602","408","85045"
Elmhurst/Corona,Families without Children,"2008",Dollars,"59638.88555","404","59639"
Rego Park/Forest Hills,Families without Children,"2008",Dollars,"101544.2997","406","101544"
Sunnyside/Woodside,Families without Children,"2008",Dollars,"74020.39994","402","74020"
Ridgewood/Glendale,Families without Children,"2008",Dollars,"77708.02877","405","77708"
Woodhaven,Families without Children,"2008",Dollars,"72000.41733","409","72000"
Jamaica/St. Albans,Families without Children,"2008",Dollars,"73745.43471","412","73745"
Howard Beach,Families without Children,"2008",Dollars,"79400.67183","410","79401"
The Rockaways,Families without Children,"2008",Dollars,"72375.3699","414","72375"
Bronx,Families without Children,"2008",Dollars,"57720.08062","36005","57720"
Brooklyn,Families without Children,"2008",Dollars,"62343.30541","36047","62343"
Manhattan,Families without Children,"2008",Dollars,"99032.71261","36061","99033"
Queens,Families without Children,"2008",Dollars,"80357.69365","36081","80358"
Staten Island,Families without Children,"2008",Dollars,"101402.651","36085","101403"
New York City,Families without Children,"2008",Dollars,"74029.92254","3651000","74030"
Riverdale,All Households,"2009",Dollars,"62182.22398","208","62182"
Williamsbridge,All Households,"2009",Dollars,"55143.15514","212","55143"
Throgs Neck,All Households,"2009",Dollars,"55438.19162","210","55438"
Pelham Parkway,All Households,"2009",Dollars,"57192.8823","211","57193"
Morrisania,All Households,"2009",Dollars,"27989.04822","203","27989"
East Tremont,All Households,"2009",Dollars,"27989.04822","206","27989"
Bedford Park,All Households,"2009",Dollars,"35148.75952","207","35149"
University Heights,All Households,"2009",Dollars,"28947.02094","205","28947"
Concourse/Highbridge,All Households,"2009",Dollars,"35178.62151","204","35179"
Unionport/Soundview,All Households,"2009",Dollars,"40240.82646","209","40241"
Mott Haven,All Households,"2009",Dollars,"22978.2059","201","22978"
Hunts Point,All Households,"2009",Dollars,"22978.2059","202","22978"
Washington Heights,All Households,"2009",Dollars,"44305.64086","112","44306"
Manhattanville,All Households,"2009",Dollars,"46123.63896","109","46124"
Central Harlem,All Households,"2009",Dollars,"37595.05393","110","37595"
East Harlem,All Households,"2009",Dollars,"33413.18052","111","33413"
Upper East Side,All Households,"2009",Dollars,"118034.9001","108","118035"
Upper West Side,All Households,"2009",Dollars,"126335.3395","107","126335"
Chelsea/Clinton,All Households,"2009",Dollars,"97669.02126","104","97669"
Midtown Business District,All Households,"2009",Dollars,"97669.02126","105","97669"
Murray Hill/Stuyvesant,All Households,"2009",Dollars,"117896.3404","106","117896"
Lower East Side,All Households,"2009",Dollars,"49277.06536","103","49277"
Battery Park/Tribeca,All Households,"2009",Dollars,"121590.8661","101","121591"
Greenwich Village,All Households,"2009",Dollars,"121590.8661","102","121591"
Tottenville,All Households,"2009",Dollars,"91924.7684","503","91925"
South Beach,All Households,"2009",Dollars,"83621.94004","502","83622"
St. George,All Households,"2009",Dollars,"67083.17418","501","67083"
Williamsburg/Greenpoint,All Households,"2009",Dollars,"46861.82741","301","46862"
Bushwick,All Households,"2009",Dollars,"37960.56472","304","37961"
Bedford Stuyvesant,All Households,"2009",Dollars,"36024.31313","303","36024"
Fort Greene/Brooklyn Hts,All Households,"2009",Dollars,"79021.99873","302","79022"
Park Slope,All Households,"2009",Dollars,"107814.9318","306","107815"
Crown Heights North,All Households,"2009",Dollars,"45903.8547","308","45904"
Brownsville,All Households,"2009",Dollars,"30868.93877","316","30869"
East New York,All Households,"2009",Dollars,"39835.89784","305","39836"
Canarsie,All Households,"2009",Dollars,"76247.2224","318","76247"
East Flatbush,All Households,"2009",Dollars,"57154.65895","317","57155"
Crown Heights South,All Households,"2009",Dollars,"44813.29473","309","44813"
Sunset Park,All Households,"2009",Dollars,"46755.51872","307","46756"
Bay Ridge,All Households,"2009",Dollars,"63236.94956","310","63237"
Borough Park,All Households,"2009",Dollars,"48945","312","48945"
Flatbush/Midwood,All Households,"2009",Dollars,"48223.53426","314","48224"
Sheepshead Bay,All Households,"2009",Dollars,"58754.06726","315","58754"
Bensonhurst,All Households,"2009",Dollars,"46075.85977","311","46076"
Coney Island,All Households,"2009",Dollars,"38931.67671","313","38932"
Astoria,All Households,"2009",Dollars,"56660.14435","401","56660"
Jackson Heights,All Households,"2009",Dollars,"61617.23509","403","61617"
Flushing,All Households,"2009",Dollars,"62486.81631","407","62487"
Bayside,All Households,"2009",Dollars,"86087.34613","411","86087"
Queens Village,All Households,"2009",Dollars,"85966.70368","413","85967"
Fresh Meadows/Briarwood,All Households,"2009",Dollars,"63604.8493","408","63605"
Elmhurst/Corona,All Households,"2009",Dollars,"51720.97081","404","51721"
Rego Park/Forest Hills,All Households,"2009",Dollars,"79302.70146","406","79303"
Sunnyside/Woodside,All Households,"2009",Dollars,"65843.30425","402","65843"
Ridgewood/Glendale,All Households,"2009",Dollars,"62737.65704","405","62738"
Woodhaven,All Households,"2009",Dollars,"62357.8125","409","62358"
Jamaica/St. Albans,All Households,"2009",Dollars,"64811.27379","412","64811"
Howard Beach,All Households,"2009",Dollars,"74107.90926","410","74108"
The Rockaways,All Households,"2009",Dollars,"61688.90387","414","61689"
Bronx,All Households,"2009",Dollars,"39290.02062","36005","39290"
Brooklyn,All Households,"2009",Dollars,"51560.91053","36047","51561"
Manhattan,All Households,"2009",Dollars,"82067.92195","36061","82068"
Queens,All Households,"2009",Dollars,"65839.72081","36081","65840"
Staten Island,All Households,"2009",Dollars,"79184.44797","36085","79184"
New York City,All Households,"2009",Dollars,"59763.4026","3651000","59763"
Riverdale,Families,"2009",Dollars,"82509.87944","208","82510"
Williamsbridge,Families,"2009",Dollars,"63763.7151","212","63764"
Throgs Neck,Families,"2009",Dollars,"69329.99048","210","69330"
Pelham Parkway,Families,"2009",Dollars,"64605.82329","211","64606"
Morrisania,Families,"2009",Dollars,"30931.05171","203","30931"
East Tremont,Families,"2009",Dollars,"30931.05171","206","30931"
Bedford Park,Families,"2009",Dollars,"38911.37056","207","38911"
University Heights,Families,"2009",Dollars,"31393.31536","205","31393"
Concourse/Highbridge,Families,"2009",Dollars,"38234.10057","204","38234"
Unionport/Soundview,Families,"2009",Dollars,"47707.51904","209","47708"
Mott Haven,Families,"2009",Dollars,"28113.27411","201","28113"
Hunts Point,Families,"2009",Dollars,"28113.27411","202","28113"
Washington Heights,Families,"2009",Dollars,"45612.40165","112","45612"
Manhattanville,Families,"2009",Dollars,"54402.57773","109","54403"
Central Harlem,Families,"2009",Dollars,"47738.57551","110","47739"
East Harlem,Families,"2009",Dollars,"32285.59169","111","32286"
Upper East Side,Families,"2009",Dollars,"212628.1361","108","212628"
Upper West Side,Families,"2009",Dollars,"216080.1824","107","216080"
Chelsea/Clinton,Families,"2009",Dollars,"149421.0485","104","149421"
Midtown Business District,Families,"2009",Dollars,"149421.0485","105","149421"
Murray Hill/Stuyvesant,Families,"2009",Dollars,"176318.3423","106","176318"
Lower East Side,Families,"2009",Dollars,"41594.17195","103","41594"
Battery Park/Tribeca,Families,"2009",Dollars,"185491.9464","101","185492"
Greenwich Village,Families,"2009",Dollars,"185491.9464","102","185492"
Tottenville,Families,"2009",Dollars,"103955.5679","503","103956"
South Beach,Families,"2009",Dollars,"100823.6421","502","100824"
St. George,Families,"2009",Dollars,"80580.79473","501","80581"
Williamsburg/Greenpoint,Families,"2009",Dollars,"40779.5368","301","40780"
Bushwick,Families,"2009",Dollars,"37555.6361","304","37556"
Bedford Stuyvesant,Families,"2009",Dollars,"43667.78871","303","43668"
Fort Greene/Brooklyn Hts,Families,"2009",Dollars,"112889.0815","302","112889"
Park Slope,Families,"2009",Dollars,"132787.9188","306","132788"
Crown Heights North,Families,"2009",Dollars,"52253.70876","308","52254"
Brownsville,Families,"2009",Dollars,"35656.41339","316","35656"
East New York,Families,"2009",Dollars,"44458.53426","305","44459"
Canarsie,Families,"2009",Dollars,"88992.32075","318","88992"
East Flatbush,Families,"2009",Dollars,"66399.93179","317","66400"
Crown Heights South,Families,"2009",Dollars,"52816.30869","309","52816"
Sunset Park,Families,"2009",Dollars,"48999.94607","307","49000"
Bay Ridge,Families,"2009",Dollars,"77918.29949","310","77918"
Borough Park,Families,"2009",Dollars,"54022.73319","312","54023"
Flatbush/Midwood,Families,"2009",Dollars,"59209.16402","314","59209"
Sheepshead Bay,Families,"2009",Dollars,"74840.12532","315","74840"
Bensonhurst,Families,"2009",Dollars,"50917.08598","311","50917"
Coney Island,Families,"2009",Dollars,"51145.2316","313","51145"
Astoria,Families,"2009",Dollars,"59551.9797","401","59552"
Jackson Heights,Families,"2009",Dollars,"63402.98223","403","63403"
Flushing,Families,"2009",Dollars,"73362.55393","407","73363"
Bayside,Families,"2009",Dollars,"108022.7713","411","108023"
Queens Village,Families,"2009",Dollars,"104174.1577","413","104174"
Fresh Meadows/Briarwood,Families,"2009",Dollars,"72968.37563","408","72968"
Elmhurst/Corona,Families,"2009",Dollars,"51239.59549","404","51240"
Rego Park/Forest Hills,Families,"2009",Dollars,"104420.2205","406","104420"
Sunnyside/Woodside,Families,"2009",Dollars,"73351.80362","402","73352"
Ridgewood/Glendale,Families,"2009",Dollars,"73848.70717","405","73849"
Woodhaven,Families,"2009",Dollars,"67595.60596","409","67596"
Jamaica/St. Albans,Families,"2009",Dollars,"69953.50888","412","69954"
Howard Beach,Families,"2009",Dollars,"84667.10977","410","84667"
The Rockaways,Families,"2009",Dollars,"82199.31472","414","82199"
Bronx,Families,"2009",Dollars,"44671.15165","36005","44671"
Brooklyn,Families,"2009",Dollars,"58327.63801","36047","58328"
Manhattan,Families,"2009",Dollars,"106397.0844","36061","106397"
Queens,Families,"2009",Dollars,"74563.00603","36081","74563"
Staten Island,Families,"2009",Dollars,"95817.57773","36085","95818"
New York City,Families,"2009",Dollars,"66955.36485","3651000","66955"
Riverdale,Families with Children,"2009",Dollars,"82438.21066","208","82438"
Williamsbridge,Families with Children,"2009",Dollars,"50203.9816","212","50204"
Throgs Neck,Families with Children,"2009",Dollars,"61199.1672","210","61199"
Pelham Parkway,Families with Children,"2009",Dollars,"59100.46637","211","59100"
Morrisania,Families with Children,"2009",Dollars,"28666.31821","203","28666"
East Tremont,Families with Children,"2009",Dollars,"28666.31821","206","28666"
Bedford Park,Families with Children,"2009",Dollars,"31464.98414","207","31465"
University Heights,Families with Children,"2009",Dollars,"26992.85216","205","26993"
Concourse/Highbridge,Families with Children,"2009",Dollars,"33825.27602","204","33825"
Unionport/Soundview,Families with Children,"2009",Dollars,"38100.31885","209","38100"
Mott Haven,Families with Children,"2009",Dollars,"26510.28236","201","26510"
Hunts Point,Families with Children,"2009",Dollars,"26510.28236","202","26510"
Washington Heights,Families with Children,"2009",Dollars,"38414.46701","112","38414"
Manhattanville,Families with Children,"2009",Dollars,"57787.73319","109","57788"
Central Harlem,Families with Children,"2009",Dollars,"45396.20082","110","45396"
East Harlem,Families with Children,"2009",Dollars,"29602.79029","111","29603"
Upper East Side,Families with Children,"2009",Dollars,"227855.3633","108","227855"
Upper West Side,Families with Children,"2009",Dollars,"240555.0714","107","240555"
Chelsea/Clinton,Families with Children,"2009",Dollars,"210940.3363","104","210940"
Midtown Business District,Families with Children,"2009",Dollars,"210940.3363","105","210940"
Murray Hill/Stuyvesant,Families with Children,"2009",Dollars,"166324.1307","106","166324"
Lower East Side,Families with Children,"2009",Dollars,"37648.80552","103","37649"
Battery Park/Tribeca,Families with Children,"2009",Dollars,"186390.1951","101","186390"
Greenwich Village,Families with Children,"2009",Dollars,"186390.1951","102","186390"
Tottenville,Families with Children,"2009",Dollars,"100892.922","503","100893"
South Beach,Families with Children,"2009",Dollars,"102845.8963","502","102846"
St. George,Families with Children,"2009",Dollars,"68975.23001","501","68975"
Williamsburg/Greenpoint,Families with Children,"2009",Dollars,"33292.53807","301","33293"
Bushwick,Families with Children,"2009",Dollars,"30984.8033","304","30985"
Bedford Stuyvesant,Families with Children,"2009",Dollars,"31478.12341","303","31478"
Fort Greene/Brooklyn Hts,Families with Children,"2009",Dollars,"130619.9381","302","130620"
Park Slope,Families with Children,"2009",Dollars,"135887.5936","306","135888"
Crown Heights North,Families with Children,"2009",Dollars,"42007.46193","308","42007"
Brownsville,Families with Children,"2009",Dollars,"29015.10628","316","29015"
East New York,Families with Children,"2009",Dollars,"36658.58185","305","36659"
Canarsie,Families with Children,"2009",Dollars,"75837.51586","318","75838"
East Flatbush,Families with Children,"2009",Dollars,"59616.4816","317","59616"
Crown Heights South,Families with Children,"2009",Dollars,"53310.82329","309","53311"
Sunset Park,Families with Children,"2009",Dollars,"38142.12563","307","38142"
Bay Ridge,Families with Children,"2009",Dollars,"82253.06631","310","82253"
Borough Park,Families with Children,"2009",Dollars,"51173.89911","312","51174"
Flatbush/Midwood,Families with Children,"2009",Dollars,"48399.12278","314","48399"
Sheepshead Bay,Families with Children,"2009",Dollars,"72607.64277","315","72608"
Bensonhurst,Families with Children,"2009",Dollars,"49920.88991","311","49921"
Coney Island,Families with Children,"2009",Dollars,"54406.16117","313","54406"
Astoria,Families with Children,"2009",Dollars,"47192.69829","401","47193"
Jackson Heights,Families with Children,"2009",Dollars,"48331.03744","403","48331"
Flushing,Families with Children,"2009",Dollars,"80989.30679","407","80989"
Bayside,Families with Children,"2009",Dollars,"107218.8864","411","107219"
Queens Village,Families with Children,"2009",Dollars,"107308.4724","413","107308"
Fresh Meadows/Briarwood,Families with Children,"2009",Dollars,"78619.45907","408","78619"
Elmhurst/Corona,Families with Children,"2009",Dollars,"42819.70812","404","42820"
Rego Park/Forest Hills,Families with Children,"2009",Dollars,"111847.4952","406","111847"
Sunnyside/Woodside,Families with Children,"2009",Dollars,"64890.10945","402","64890"
Ridgewood/Glendale,Families with Children,"2009",Dollars,"63617.98858","405","63618"
Woodhaven,Families with Children,"2009",Dollars,"61098.8309","409","61099"
Jamaica/St. Albans,Families with Children,"2009",Dollars,"60804.9889","412","60805"
Howard Beach,Families with Children,"2009",Dollars,"72902.67925","410","72903"
The Rockaways,Families with Children,"2009",Dollars,"73186.96542","414","73187"
Bronx,Families with Children,"2009",Dollars,"36896.28331","36005","36896"
Brooklyn,Families with Children,"2009",Dollars,"51950.31091","36047","51950"
Manhattan,Families with Children,"2009",Dollars,"118016.9829","36061","118017"
Queens,Families with Children,"2009",Dollars,"69376.57519","36081","69377"
Staten Island,Families with Children,"2009",Dollars,"84994.39721","36085","84994"
New York City,Families with Children,"2009",Dollars,"58780.34581","3651000","58780"
Riverdale,Families without Children,"2009",Dollars,"83068.89594","208","83069"
Williamsbridge,Families without Children,"2009",Dollars,"77516.95431","212","77517"
Throgs Neck,Families without Children,"2009",Dollars,"75113.66117","210","75114"
Pelham Parkway,Families without Children,"2009",Dollars,"70279.60184","211","70280"
Morrisania,Families without Children,"2009",Dollars,"34570.63135","203","34571"
East Tremont,Families without Children,"2009",Dollars,"34570.63135","206","34571"
Bedford Park,Families without Children,"2009",Dollars,"56206.24207","207","56206"
University Heights,Families without Children,"2009",Dollars,"45881.15958","205","45881"
Concourse/Highbridge,Families without Children,"2009",Dollars,"46812.85374","204","46813"
Unionport/Soundview,Families without Children,"2009",Dollars,"59610.5092","209","59611"
Mott Haven,Families without Children,"2009",Dollars,"31715.82487","201","31716"
Hunts Point,Families without Children,"2009",Dollars,"31715.82487","202","31716"
Washington Heights,Families without Children,"2009",Dollars,"50120.36802","112","50120"
Manhattanville,Families without Children,"2009",Dollars,"53586.7481","109","53587"
Central Harlem,Families without Children,"2009",Dollars,"59256.94321","110","59257"
East Harlem,Families without Children,"2009",Dollars,"33146.81155","111","33147"
Upper East Side,Families without Children,"2009",Dollars,"200047.876","108","200048"
Upper West Side,Families without Children,"2009",Dollars,"192183.4216","107","192183"
Chelsea/Clinton,Families without Children,"2009",Dollars,"134388.5216","104","134389"
Midtown Business District,Families without Children,"2009",Dollars,"134388.5216","105","134389"
Murray Hill/Stuyvesant,Families without Children,"2009",Dollars,"177290.6488","106","177291"
Lower East Side,Families without Children,"2009",Dollars,"49277.06536","103","49277"
Battery Park/Tribeca,Families without Children,"2009",Dollars,"183773.0901","101","183773"
Greenwich Village,Families without Children,"2009",Dollars,"183773.0901","102","183773"
Tottenville,Families without Children,"2009",Dollars,"109755.9613","503","109756"
South Beach,Families without Children,"2009",Dollars,"100276.5704","502","100277"
St. George,Families without Children,"2009",Dollars,"97217.50793","501","97218"
Williamsburg/Greenpoint,Families without Children,"2009",Dollars,"52788.83566","301","52789"
Bushwick,Families without Children,"2009",Dollars,"42779.09581","304","42779"
Bedford Stuyvesant,Families without Children,"2009",Dollars,"62041.27538","303","62041"
Fort Greene/Brooklyn Hts,Families without Children,"2009",Dollars,"111266.9781","302","111267"
Park Slope,Families without Children,"2009",Dollars,"129167.4508","306","129167"
Crown Heights North,Families without Children,"2009",Dollars,"69685.94543","308","69686"
Brownsville,Families without Children,"2009",Dollars,"40488.08376","316","40488"
East New York,Families without Children,"2009",Dollars,"55795.34105","305","55795"
Canarsie,Families without Children,"2009",Dollars,"96332.39848","318","96332"
East Flatbush,Families without Children,"2009",Dollars,"68509.38293","317","68509"
Crown Heights South,Families without Children,"2009",Dollars,"51550.16022","309","51550"
Sunset Park,Families without Children,"2009",Dollars,"59611.70368","307","59612"
Bay Ridge,Families without Children,"2009",Dollars,"73804.51142","310","73805"
Borough Park,Families without Children,"2009",Dollars,"56629.08788","312","56629"
Flatbush/Midwood,Families without Children,"2009",Dollars,"67084.36865","314","67084"
Sheepshead Bay,Families without Children,"2009",Dollars,"78258.72621","315","78259"
Bensonhurst,Families without Children,"2009",Dollars,"51761.58312","311","51762"
Coney Island,Families without Children,"2009",Dollars,"49280.64879","313","49281"
Astoria,Families without Children,"2009",Dollars,"63805.52189","401","63806"
Jackson Heights,Families without Children,"2009",Dollars,"71474.08154","403","71474"
Flushing,Families without Children,"2009",Dollars,"69571.27538","407","69571"
Bayside,Families without Children,"2009",Dollars,"108170.8867","411","108171"
Queens Village,Families without Children,"2009",Dollars,"99827.44607","413","99827"
Fresh Meadows/Briarwood,Families without Children,"2009",Dollars,"67338.79283","408","67339"
Elmhurst/Corona,Families without Children,"2009",Dollars,"63375.5092","404","63376"
Rego Park/Forest Hills,Families without Children,"2009",Dollars,"103011.9289","406","103012"
Sunnyside/Woodside,Families without Children,"2009",Dollars,"76341.58629","402","76342"
Ridgewood/Glendale,Families without Children,"2009",Dollars,"80110.16973","405","80110"
Woodhaven,Families without Children,"2009",Dollars,"78767.57456","409","78768"
Jamaica/St. Albans,Families without Children,"2009",Dollars,"75965.32519","412","75965"
Howard Beach,Families without Children,"2009",Dollars,"89661.22938","410","89661"
The Rockaways,Families without Children,"2009",Dollars,"86620.08407","414","86620"
Bronx,Families without Children,"2009",Dollars,"54529.19258","36005","54529"
Brooklyn,Families without Children,"2009",Dollars,"64175.8106","36047","64176"
Manhattan,Families without Children,"2009",Dollars,"100244.3195","36061","100244"
Queens,Families without Children,"2009",Dollars,"79109.19575","36081","79109"
Staten Island,Families without Children,"2009",Dollars,"100965.7852","36085","100966"
New York City,Families without Children,"2009",Dollars,"73894.0974","3651000","73894"
Riverdale,All Households,"2010",Dollars,"58804.03558","208","58804"
Williamsbridge,All Households,"2010",Dollars,"51673.56742","212","51674"
Throgs Neck,All Households,"2010",Dollars,"55497.3221","210","55497"
Pelham Parkway,All Households,"2010",Dollars,"51250.53371","211","51251"
Morrisania,All Households,"2010",Dollars,"24178.72659","203","24179"
East Tremont,All Households,"2010",Dollars,"24178.72659","206","24179"
Bedford Park,All Households,"2010",Dollars,"31980.17322","207","31980"
University Heights,All Households,"2010",Dollars,"30143.50187","205","30144"
Concourse/Highbridge,All Households,"2010",Dollars,"31411.4279","204","31411"
Unionport/Soundview,All Households,"2010",Dollars,"46168.25375","209","46168"
Mott Haven,All Households,"2010",Dollars,"24493.65169","201","24494"
Hunts Point,All Households,"2010",Dollars,"24493.65169","202","24494"
Washington Heights,All Households,"2010",Dollars,"48379.77996","112","48380"
Manhattanville,All Households,"2010",Dollars,"43793.38951","109","43793"
Central Harlem,All Households,"2010",Dollars,"41521.93352","110","41522"
East Harlem,All Households,"2010",Dollars,"35927.31273","111","35927"
Upper East Side,All Households,"2010",Dollars,"112194.4148","108","112194"
Upper West Side,All Households,"2010",Dollars,"105759.6021","107","105760"
Chelsea/Clinton,All Households,"2010",Dollars,"91475.16386","104","91475"
Midtown Business District,All Households,"2010",Dollars,"91475.16386","105","91475"
Murray Hill/Stuyvesant,All Households,"2010",Dollars,"107074.5318","106","107075"
Lower East Side,All Households,"2010",Dollars,"49722.91199","103","49723"
Battery Park/Tribeca,All Households,"2010",Dollars,"119999.3867","101","119999"
Greenwich Village,All Households,"2010",Dollars,"119999.3867","102","119999"
Tottenville,All Households,"2010",Dollars,"95974.59738","503","95975"
South Beach,All Households,"2010",Dollars,"80771.23596","502","80771"
St. George,All Households,"2010",Dollars,"69730.05618","501","69730"
Williamsburg/Greenpoint,All Households,"2010",Dollars,"49210.57116","301","49211"
Bushwick,All Households,"2010",Dollars,"43537.2191","304","43537"
Bedford Stuyvesant,All Households,"2010",Dollars,"43460.83801","303","43461"
Fort Greene/Brooklyn Hts,All Households,"2010",Dollars,"84362.3221","302","84362"
Park Slope,All Households,"2010",Dollars,"97463.44101","306","97463"
Crown Heights North,All Households,"2010",Dollars,"45324.53652","308","45325"
Brownsville,All Households,"2010",Dollars,"30830.93165","316","30831"
East New York,All Households,"2010",Dollars,"37091.83052","305","37092"
Canarsie,All Households,"2010",Dollars,"69123.70787","318","69124"
East Flatbush,All Households,"2010",Dollars,"50916.80712","317","50917"
Crown Heights South,All Households,"2010",Dollars,"45586.5824","309","45587"
Sunset Park,All Households,"2010",Dollars,"47476.13296","307","47476"
Bay Ridge,All Households,"2010",Dollars,"56835.75375","310","56836"
Borough Park,All Households,"2010",Dollars,"42467.8839","312","42468"
Flatbush/Midwood,All Households,"2010",Dollars,"50611.28277","314","50611"
