Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Pelham Parkway,Families with Children,"2018",Dollars,"56486.1993","211","56486"
Williamsbridge,Families with Children,"2018",Dollars,"62637.66766","212","62638"
Williamsburg/Greenpoint,Families with Children,"2018",Dollars,"56022.95565","301","56023"
Fort Greene/Brooklyn Hts,Families with Children,"2018",Dollars,"166659.7918","302","166660"
Bedford Stuyvesant,Families with Children,"2018",Dollars,"46155.35695","303","46155"
Bushwick,Families with Children,"2018",Dollars,"36113.66009","304","36114"
East New York,Families with Children,"2018",Dollars,"47294.63088","305","47295"
Park Slope,Families with Children,"2018",Dollars,"182627.953","306","182628"
Sunset Park,Families with Children,"2018",Dollars,"57957.37966","307","57957"
Crown Heights North,Families with Children,"2018",Dollars,"71444.38751","308","71444"
Crown Heights South,Families with Children,"2018",Dollars,"54916.26149","309","54916"
Bay Ridge,Families with Children,"2018",Dollars,"98994.65792","310","98995"
Bensonhurst,Families with Children,"2018",Dollars,"58750.49351","311","58750"
Borough Park,Families with Children,"2018",Dollars,"48462.41211","312","48462"
Coney Island,Families with Children,"2018",Dollars,"44806.35073","313","44806"
Flatbush/Midwood,Families with Children,"2018",Dollars,"71985.00811","314","71985"
Sheepshead Bay,Families with Children,"2018",Dollars,"81558.37074","315","81558"
Brownsville,Families with Children,"2018",Dollars,"34394.05895","316","34394"
East Flatbush,Families with Children,"2018",Dollars,"61448.50595","317","61449"
Canarsie,Families with Children,"2018",Dollars,"84520.07572","318","84520"
Astoria,Families with Children,"2018",Dollars,"68492.86371","401","68493"
Sunnyside/Woodside,Families with Children,"2018",Dollars,"68359.49027","402","68359"
Jackson Heights,Families with Children,"2018",Dollars,"51609.41455","403","51609"
Elmhurst/Corona,Families with Children,"2018",Dollars,"46146.19389","404","46146"
Ridgewood/Glendale,Families with Children,"2018",Dollars,"84623.92374","405","84624"
Rego Park/Forest Hills,Families with Children,"2018",Dollars,"129848.7209","406","129849"
Flushing,Families with Children,"2018",Dollars,"61675.54624","407","61676"
Fresh Meadows/Briarwood,Families with Children,"2018",Dollars,"70406.92537","408","70407"
Woodhaven,Families with Children,"2018",Dollars,"72798.48432","409","72798"
Howard Beach,Families with Children,"2018",Dollars,"78580.37588","410","78580"
Bayside,Families with Children,"2018",Dollars,"106161.1898","411","106161"
Jamaica/St. Albans,Families with Children,"2018",Dollars,"67289.44835","412","67289"
Queens Village,Families with Children,"2018",Dollars,"99163.66549","413","99164"
The Rockaways,Families with Children,"2018",Dollars,"75160.51785","414","75161"
St. George,Families with Children,"2018",Dollars,"88751.37372","501","88751"
South Beach,Families with Children,"2018",Dollars,"103791.0114","502","103791"
Tottenville,Families with Children,"2018",Dollars,"112006.2047","503","112006"
Bronx,Families with Children,"2018",Dollars,"39495.84776","36005","39496"
Brooklyn,Families with Children,"2018",Dollars,"62942.08491","36047","62942"
Manhattan,Families with Children,"2018",Dollars,"116619.2969","36061","116619"
Queens,Families with Children,"2018",Dollars,"71828.21796","36081","71828"
Staten Island,Families with Children,"2018",Dollars,"102806.4914","36085","102806"
New York City,Families with Children,"2018",Dollars,"65992.36614","3651000","65992"
Battery Park/Tribeca,Families without Children,"2018",Dollars,"201554.7647","101","201555"
Greenwich Village,Families without Children,"2018",Dollars,"201554.7647","102","201555"
Lower East Side,Families without Children,"2018",Dollars,"39041.76717","103","39042"
Chelsea/Clinton,Families without Children,"2018",Dollars,"174936.0722","104","174936"
Midtown Business District,Families without Children,"2018",Dollars,"174936.0722","105","174936"
Murray Hill/Stuyvesant,Families without Children,"2018",Dollars,"249878.7128","106","249879"
Upper West Side,Families without Children,"2018",Dollars,"214726.156","107","214726"
Upper East Side,Families without Children,"2018",Dollars,"176947.8732","108","176948"
Manhattanville,Families without Children,"2018",Dollars,"68562.09573","109","68562"
Central Harlem,Families without Children,"2018",Dollars,"47777.21877","110","47777"
East Harlem,Families without Children,"2018",Dollars,"42328.25176","111","42328"
Washington Heights,Families without Children,"2018",Dollars,"59030.47593","112","59030"
Mott Haven,Families without Children,"2018",Dollars,"38788.25581","201","38788"
Hunts Point,Families without Children,"2018",Dollars,"38788.25581","202","38788"
Morrisania,Families without Children,"2018",Dollars,"40987.39048","203","40987"
Concourse/Highbridge,Families without Children,"2018",Dollars,"49944.79178","204","49945"
University Heights,Families without Children,"2018",Dollars,"46031.14657","205","46031"
East Tremont,Families without Children,"2018",Dollars,"40987.39048","206","40987"
Bedford Park,Families without Children,"2018",Dollars,"44755.44484","207","44755"
Riverdale,Families without Children,"2018",Dollars,"80464.91211","208","80465"
Unionport/Soundview,Families without Children,"2018",Dollars,"54981.42104","209","54981"
Throgs Neck,Families without Children,"2018",Dollars,"74882.57166","210","74883"
Pelham Parkway,Families without Children,"2018",Dollars,"77413.61276","211","77414"
Williamsbridge,Families without Children,"2018",Dollars,"65139.18334","212","65139"
Williamsburg/Greenpoint,Families without Children,"2018",Dollars,"80929.17388","301","80929"
Fort Greene/Brooklyn Hts,Families without Children,"2018",Dollars,"122254.5795","302","122255"
Bedford Stuyvesant,Families without Children,"2018",Dollars,"71134.87966","303","71135"
Bushwick,Families without Children,"2018",Dollars,"53608.99811","304","53609"
East New York,Families without Children,"2018",Dollars,"66989.10357","305","66989"
Park Slope,Families without Children,"2018",Dollars,"142316.5928","306","142317"
Sunset Park,Families without Children,"2018",Dollars,"73622.1417","307","73622"
Crown Heights North,Families without Children,"2018",Dollars,"78107.96917","308","78108"
Crown Heights South,Families without Children,"2018",Dollars,"73084.57545","309","73085"
Bay Ridge,Families without Children,"2018",Dollars,"86641.83342","310","86642"
Bensonhurst,Families without Children,"2018",Dollars,"74365.36777","311","74365"
Borough Park,Families without Children,"2018",Dollars,"69010.0676","312","69010"
Coney Island,Families without Children,"2018",Dollars,"55958.81422","313","55959"
Flatbush/Midwood,Families without Children,"2018",Dollars,"76207.14305","314","76207"
Sheepshead Bay,Families without Children,"2018",Dollars,"79573.04083","315","79573"
Brownsville,Families without Children,"2018",Dollars,"57429.99459","316","57430"
East Flatbush,Families without Children,"2018",Dollars,"80621.70227","317","80622"
Canarsie,Families without Children,"2018",Dollars,"92132.54327","318","92133"
Astoria,Families without Children,"2018",Dollars,"79374.50784","401","79375"
Sunnyside/Woodside,Families without Children,"2018",Dollars,"83255.57328","402","83256"
Jackson Heights,Families without Children,"2018",Dollars,"71564.52542","403","71565"
Elmhurst/Corona,Families without Children,"2018",Dollars,"63013.35316","404","63013"
Ridgewood/Glendale,Families without Children,"2018",Dollars,"83799.24824","405","83799"
Rego Park/Forest Hills,Families without Children,"2018",Dollars,"93841.96322","406","93842"
Flushing,Families without Children,"2018",Dollars,"57648.88994","407","57649"
Fresh Meadows/Briarwood,Families without Children,"2018",Dollars,"78786.03569","408","78786"
Woodhaven,Families without Children,"2018",Dollars,"78181.27366","409","78181"
Howard Beach,Families without Children,"2018",Dollars,"96263.04759","410","96263"
Bayside,Families without Children,"2018",Dollars,"101686.5617","411","101687"
Jamaica/St. Albans,Families without Children,"2018",Dollars,"78460.23797","412","78460"
Queens Village,Families without Children,"2018",Dollars,"106987.9016","413","106988"
The Rockaways,Families without Children,"2018",Dollars,"76340.5165","414","76341"
St. George,Families without Children,"2018",Dollars,"109812.1606","501","109812"
South Beach,Families without Children,"2018",Dollars,"109245.069","502","109245"
Tottenville,Families without Children,"2018",Dollars,"105543.1923","503","105543"
Bronx,Families without Children,"2018",Dollars,"55794.89724","36005","55795"
Brooklyn,Families without Children,"2018",Dollars,"77091.88751","36047","77092"
Manhattan,Families without Children,"2018",Dollars,"105701.0005","36061","105701"
Queens,Families without Children,"2018",Dollars,"80444.54976","36081","80445"
Staten Island,Families without Children,"2018",Dollars,"108185.2082","36085","108185"
New York City,Families without Children,"2018",Dollars,"78538.63304","3651000","78539"
Battery Park/Tribeca,All Households,"2019",Dollars,"162092","101","162092"
Greenwich Village,All Households,"2019",Dollars,"162092","102","162092"
Lower East Side,All Households,"2019",Dollars,"41302","103","41302"
Chelsea/Clinton,All Households,"2019",Dollars,"120248","104","120248"
Midtown Business District,All Households,"2019",Dollars,"120248","105","120248"
Murray Hill/Stuyvesant,All Households,"2019",Dollars,"154501","106","154501"
Upper West Side,All Households,"2019",Dollars,"136735","107","136735"
Upper East Side,All Households,"2019",Dollars,"134264","108","134264"
Manhattanville,All Households,"2019",Dollars,"68370","109","68370"
Central Harlem,All Households,"2019",Dollars,"54932","110","54932"
East Harlem,All Households,"2019",Dollars,"32408","111","32408"
Washington Heights,All Households,"2019",Dollars,"53507","112","53507"
Mott Haven,All Households,"2019",Dollars,"25074","201","25074"
Hunts Point,All Households,"2019",Dollars,"25074","202","25074"
Morrisania,All Households,"2019",Dollars,"23605","203","23605"
Concourse/Highbridge,All Households,"2019",Dollars,"32559","204","32559"
University Heights,All Households,"2019",Dollars,"32025","205","32025"
East Tremont,All Households,"2019",Dollars,"23605","206","23605"
Bedford Park,All Households,"2019",Dollars,"41336","207","41336"
Riverdale,All Households,"2019",Dollars,"61248","208","61248"
Unionport/Soundview,All Households,"2019",Dollars,"43975","209","43975"
Throgs Neck,All Households,"2019",Dollars,"61029","210","61029"
Pelham Parkway,All Households,"2019",Dollars,"58204","211","58204"
Williamsbridge,All Households,"2019",Dollars,"60228","212","60228"
Williamsburg/Greenpoint,All Households,"2019",Dollars,"98284","301","98284"
Fort Greene/Brooklyn Hts,All Households,"2019",Dollars,"111546","302","111546"
Bedford Stuyvesant,All Households,"2019",Dollars,"61186","303","61186"
Bushwick,All Households,"2019",Dollars,"66275","304","66275"
East New York,All Households,"2019",Dollars,"45991","305","45991"
Park Slope,All Households,"2019",Dollars,"155250","306","155250"
Sunset Park,All Households,"2019",Dollars,"67871","307","67871"
Crown Heights North,All Households,"2019",Dollars,"74429","308","74429"
Crown Heights South,All Households,"2019",Dollars,"66701","309","66701"
Bay Ridge,All Households,"2019",Dollars,"76569","310","76569"
Bensonhurst,All Households,"2019",Dollars,"57139","311","57139"
Borough Park,All Households,"2019",Dollars,"55071","312","55071"
Coney Island,All Households,"2019",Dollars,"40711","313","40711"
Flatbush/Midwood,All Households,"2019",Dollars,"65599","314","65599"
Sheepshead Bay,All Households,"2019",Dollars,"75127","315","75127"
Brownsville,All Households,"2019",Dollars,"31345","316","31345"
East Flatbush,All Households,"2019",Dollars,"60895","317","60895"
Canarsie,All Households,"2019",Dollars,"80471","318","80471"
Astoria,All Households,"2019",Dollars,"79180","401","79180"
Sunnyside/Woodside,All Households,"2019",Dollars,"80913","402","80913"
Jackson Heights,All Households,"2019",Dollars,"67201","403","67201"
Elmhurst/Corona,All Households,"2019",Dollars,"67143","404","67143"
Ridgewood/Glendale,All Households,"2019",Dollars,"72781","405","72781"
Rego Park/Forest Hills,All Households,"2019",Dollars,"89160","406","89160"
Flushing,All Households,"2019",Dollars,"54933","407","54933"
Fresh Meadows/Briarwood,All Households,"2019",Dollars,"72166","408","72166"
Woodhaven,All Households,"2019",Dollars,"76978","409","76978"
Howard Beach,All Households,"2019",Dollars,"84258","410","84258"
Bayside,All Households,"2019",Dollars,"92682","411","92682"
Jamaica/St. Albans,All Households,"2019",Dollars,"65744","412","65744"
Queens Village,All Households,"2019",Dollars,"94789","413","94789"
The Rockaways,All Households,"2019",Dollars,"55034","414","55034"
St. George,All Households,"2019",Dollars,"75180","501","75180"
South Beach,All Households,"2019",Dollars,"82089","502","82089"
Tottenville,All Households,"2019",Dollars,"108025","503","108025"
Bronx,All Households,"2019",Dollars,"41432","36005","41432"
Brooklyn,All Households,"2019",Dollars,"66937","36047","66937"
Manhattan,All Households,"2019",Dollars,"93651","36061","93651"
Queens,All Households,"2019",Dollars,"73696","36081","73696"
Staten Island,All Households,"2019",Dollars,"89821","36085","89821"
New York City,All Households,"2019",Dollars,"69407","3651000","69407"
Battery Park/Tribeca,Families,"2019",Dollars,"230219","101","230219"
Greenwich Village,Families,"2019",Dollars,"230219","102","230219"
Lower East Side,Families,"2019",Dollars,"42400","103","42400"
Chelsea/Clinton,Families,"2019",Dollars,"186093","104","186093"
Midtown Business District,Families,"2019",Dollars,"186093","105","186093"
Murray Hill/Stuyvesant,Families,"2019",Dollars,"219465","106","219465"
Upper West Side,Families,"2019",Dollars,"242446","107","242446"
Upper East Side,Families,"2019",Dollars,"225919","108","225919"
Manhattanville,Families,"2019",Dollars,"88914","109","88914"
Central Harlem,Families,"2019",Dollars,"61606","110","61606"
East Harlem,Families,"2019",Dollars,"40114","111","40114"
Washington Heights,Families,"2019",Dollars,"59517","112","59517"
Mott Haven,Families,"2019",Dollars,"35196","201","35196"
